timestamp,open,high,low,close,volume
2025-01-14 09:15:00,21001.47719744906,21003.714508345965,20999.206045404888,20999.989451605165,88972
2025-01-14 09:20:00,20994.095143444523,20997.85032048316,20983.014304858752,20993.444877947557,35725
2025-01-14 09:25:00,20992.57260335032,20996.41035004532,20991.777852607705,20995.776871056994,1218
2025-01-14 09:30:00,20999.277795735445,21002.387167301677,20996.647353764925,20999.542561578528,38244
2025-01-14 09:35:00,20991.563567724126,20994.93466425656,20987.769055675064,20990.312221595155,71733
2025-01-14 09:40:00,20990.31055041748,20990.31055041748,20987.13235512352,20987.930508486184,45213
2025-01-14 09:45:00,20996.713160851054,21001.511000133632,20995.461795015777,20997.30478775013,76207
2025-01-14 09:50:00,20985.719042411005,20992.22380580644,20983.70838043008,20989.26880265975,49067
2025-01-14 09:55:00,20991.24633618737,20996.578879074463,20988.42896705918,20991.051359858007,63440
2025-01-14 10:00:00,20985.339063441734,20994.310251598617,20984.60200543244,20985.860370672544,1511
2025-01-14 10:05:00,20987.52500784013,20998.75847276825,20981.06769939257,20985.772323028843,80749
2025-01-14 10:10:00,20996.666132384875,20996.666132384875,20985.86020865032,20993.61392646409,50483
2025-01-14 10:15:00,20988.49761028372,20992.046431438976,20982.896419082383,20986.514842989043,50414
2025-01-14 10:20:00,20983.83010080923,20986.161250522367,20980.65617244251,20982.936880056168,43540
2025-01-14 10:25:00,20981.91059333794,20985.635272310406,20980.553387440825,20985.6231889121,82021
2025-01-14 10:30:00,20987.271606591952,20991.39121987931,20987.08316269105,20988.9685476894,39892
2025-01-14 10:35:00,20991.032861745814,20992.317983469868,20988.703367341448,20990.7397779726,67877
2025-01-14 10:40:00,20987.369196323765,20993.09687263538,20986.009246336183,20987.951337606864,77551
2025-01-14 10:45:00,20991.110086358432,20992.955856416836,20981.108306363145,20988.657325938304,30822
2025-01-14 10:50:00,20991.13512325884,20998.20621084012,20988.70913628716,20991.902655911297,20204
2025-01-14 10:55:00,20990.56324588175,20991.971334931608,20987.870149002985,20991.86233895076,93747
2025-01-14 11:00:00,20998.07121966528,21000.19741330724,20993.945036618137,20995.420916401148,88763
2025-01-14 11:05:00,20993.48500078542,20994.21065903483,20989.59040722868,20992.679462129207,20152
2025-01-14 11:10:00,20997.441670119293,21003.31111290409,20992.74608561442,20998.28948987329,1770
2025-01-14 11:15:00,20995.073759688094,21003.278902471327,20995.073759688094,21000.84906591728,37821
2025-01-14 11:20:00,21007.22634275643,21013.46803939087,21004.952822332925,21006.69271121679,64297
2025-01-14 11:25:00,21008.035760979605,21015.43092381165,21008.035760979605,21012.288903667388,57401
2025-01-14 11:30:00,21004.513241095763,21007.39260486512,21001.192645548635,21002.438692657077,34013
2025-01-14 11:35:00,21008.412648461952,21009.68707360453,20998.880220816696,21006.488524876127,41048
2025-01-14 11:40:00,20996.67857626121,21006.88077237623,20996.67857626121,20998.93315899378,48182
2025-01-14 11:45:00,21004.203170221637,21004.203170221637,21001.54111437506,21001.99131241765,70370
2025-01-14 11:50:00,21002.670345980663,21005.918621439934,20997.393440944157,21001.732094406107,46750
2025-01-14 11:55:00,21011.42180586192,21017.06867875181,21008.75090347492,21014.28447655501,49428
2025-01-14 12:00:00,21008.723127525205,21013.259531402786,21005.97642519173,21008.12802457764,49173
2025-01-14 12:05:00,21021.0512005332,21022.921123092867,21015.06132106584,21016.940199868925,19212
2025-01-14 12:10:00,21016.227168774105,21018.67033144796,21013.787557016647,21015.689772905214,26455
2025-01-14 12:15:00,21009.48970216711,21009.48970216711,21007.190341993868,21007.35538602849,34868
2025-01-14 12:20:00,21002.44757943143,21006.274022671707,20999.420069261658,21003.500980702385,28857
2025-01-14 12:25:00,20992.60724685374,20994.90698698587,20985.7318270319,20994.23595612157,54052
2025-01-14 12:30:00,20999.567598002308,21006.630000000438,20999.567598002308,21000.902990951352,63679
2025-01-14 12:35:00,21011.139842696928,21017.31686687221,21004.23133257911,21008.293012413145,35995
2025-01-14 12:40:00,21008.401483447265,21008.401483447265,21002.0701278727,21005.22171454633,69293
2025-01-14 12:45:00,21011.17327742007,21017.097062567096,21003.444200646685,21010.247374621555,58362
2025-01-14 12:50:00,21016.84181509357,21022.41544162008,21013.41584458902,21017.858987487725,2074
2025-01-14 12:55:00,21016.309254094234,21017.549297759768,21012.824723621125,21016.2697742762,83767
2025-01-14 13:00:00,21015.671679193885,21020.34436820607,21012.98877039151,21014.35092633954,98929
2025-01-14 13:05:00,21012.94380275956,21012.94380275956,21003.307985357053,21007.94616768793,11994
2025-01-14 13:10:00,21015.36530892348,21016.2611313992,21006.83380801535,21009.069429542826,88397
2025-01-14 13:15:00,21010.82173846868,21010.82173846868,21004.59567697402,21008.818670132136,74068
2025-01-14 13:20:00,21017.606113190493,21023.250308689217,21013.038876974333,21017.402615980645,60752
2025-01-14 13:25:00,21008.423018932983,21019.125532464557,21006.111087167203,21008.76553130354,73456
2025-01-14 13:30:00,21011.537887823764,21013.51387605313,21003.66054852962,21007.33076399529,97322
2025-01-14 13:35:00,21016.83221412182,21025.885642282377,21014.341879313608,21018.381307002885,97823
2025-01-14 13:40:00,21021.46318425878,21021.46318425878,21015.58177763462,21020.49934266224,97363
2025-01-14 13:45:00,21019.38848569106,21023.178162235567,21018.120728140024,21019.24786719076,76440
2025-01-14 13:50:00,21026.868182727598,21028.605090884284,21023.5528930918,21025.88245084495,19459
2025-01-14 13:55:00,21015.7416274345,21018.78901803358,21015.7416274345,21017.178026261296,4008
2025-01-14 14:00:00,21017.281433559096,21020.88829175186,21006.34137595015,21015.38629939017,60260
