timestamp,open,high,low,close,volume
2025-01-14 09:15:00,21001.47719744906,21003.714508345965,20999.206045404888,20999.989451605165,88972
2025-01-14 09:20:00,20994.095143444523,20997.85032048316,20983.014304858752,20993.444877947553,35725
2025-01-14 09:25:00,20992.57260335032,20996.410350045317,20991.777852607705,20995.776871056994,1218
2025-01-14 09:30:00,20999.277795735445,21002.387167301673,20996.647353764925,20999.542561578528,38244
2025-01-14 09:35:00,20991.563567724126,20994.93466425656,20987.769055675064,20990.312221595155,71733
2025-01-14 09:40:00,20990.310550417482,20990.310550417482,20987.13235512352,20987.930508486184,45213
2025-01-14 09:45:00,20996.713160851054,21001.511000133632,20995.461795015777,20997.304787750134,76207
2025-01-14 09:50:00,20985.719042411005,20992.223805806436,20983.70838043008,20989.26880265975,49067
2025-01-14 09:55:00,20991.24633618737,20996.578879074463,20988.42896705918,20991.051359858007,63440
2025-01-14 10:00:00,20985.339063441734,20994.310251598617,20984.602005432436,20985.860370672544,1511
2025-01-14 10:05:00,20987.525007840126,20998.75847276825,20981.06769939257,20985.772323028843,80749
2025-01-14 10:10:00,20996.666132384875,20996.666132384875,20985.86020865032,20993.61392646409,50483
2025-01-14 10:15:00,20988.49761028372,20992.046431438976,20982.896419082386,20986.514842989043,50414
2025-01-14 10:20:00,20983.83010080923,20986.161250522367,20980.65617244251,20982.936880056168,43540
2025-01-14 10:25:00,20981.91059333794,20985.635272310406,20980.553387440825,20985.6231889121,82021
2025-01-14 10:30:00,20987.271606591952,20991.39121987931,20987.08316269105,20988.9685476894,39892
2025-01-14 10:35:00,20991.032861745818,20992.317983469868,20988.703367341448,20990.739777972598,67877
2025-01-14 10:40:00,20987.369196323765,20993.09687263538,20986.009246336183,20987.951337606864,77551
2025-01-14 10:45:00,20991.110086358432,20992.955856416833,20981.108306363145,20988.657325938304,30822
2025-01-14 10:50:00,20991.135123258842,20998.20621084012,20988.709136287158,20991.902655911297,20204
2025-01-14 10:55:00,20990.56324588175,20991.971334931608,20987.870149002985,20991.862338950756,93747
2025-01-14 11:00:00,20998.07121966528,21000.197413307236,20993.945036618137,20995.420916401148,88763
2025-01-14 11:05:00,20993.48500078542,20994.21065903483,20989.59040722868,20992.679462129207,20152
2025-01-14 11:10:00,20997.441670119293,21003.311112904095,20992.74608561442,20998.289489873292,1770
2025-01-14 11:15:00,20995.073759688094,21003.278902471327,20995.073759688094,21000.849065917282,37821
2025-01-14 11:20:00,21007.22634275643,21013.46803939087,21004.952822332925,21006.69271121679,64297
2025-01-14 11:25:00,21008.035760979605,21015.430923811655,21008.035760979605,21012.288903667388,57401
2025-01-14 11:30:00,21004.513241095763,21007.392604865116,21001.192645548635,21002.438692657073,34013
2025-01-14 11:35:00,21008.412648461952,21009.687073604535,20998.880220816696,21006.488524876127,41048
2025-01-14 11:40:00,20996.67857626121,21006.88077237623,20996.67857626121,20998.93315899378,48182
2025-01-14 11:45:00,21004.203170221634,21004.203170221634,21001.54111437506,21001.99131241765,70370
2025-01-14 11:50:00,21002.670345980663,21005.918621439938,20997.393440944154,21001.732094406107,46750
2025-01-14 11:55:00,21011.42180586192,21017.06867875181,21008.75090347492,21014.28447655501,49428
2025-01-14 12:00:00,21008.723127525205,21013.259531402786,21005.976425191726,21008.128024577636,49173
2025-01-14 12:05:00,21021.051200533202,21022.921123092867,21015.061321065838,21016.940199868925,19212
2025-01-14 12:10:00,21016.227168774105,21018.670331447956,21013.787557016647,21015.689772905218,26455
2025-01-14 12:15:00,21009.48970216711,21009.48970216711,21007.190341993868,21007.355386028492,34868
2025-01-14 12:20:00,21002.44757943143,21006.274022671707,20999.420069261658,21003.500980702385,28857
2025-01-14 12:25:00,20992.60724685374,20994.90698698587,20985.7318270319,20994.235956121574,54052
2025-01-14 12:30:00,20999.567598002308,21006.630000000434,20999.567598002308,21000.902990951352,63679
2025-01-14 12:35:00,21011.139842696928,21017.31686687221,21004.23133257911,21008.293012413145,35995
2025-01-14 12:40:00,21008.401483447265,21008.401483447265,21002.0701278727,21005.221714546326,69293
2025-01-14 12:45:00,21011.17327742007,21017.097062567096,21003.444200646685,21010.247374621555,58362
2025-01-14 12:50:00,21016.841815093572,21022.41544162008,21013.41584458902,21017.858987487725,2074
